orden,anio,mes,dia,fecha,pais,ciudad,categoría,producto,precio,util_porcent,Cantidad,Total,utilidad
1561,2024,5,31,31/05/2023,Uruguay,Salto,Laptops,Microsoft Surface Laptop 4,1649,0.27,4,6596,1780.92
1562,2024,5,18,18/05/2023,Uruguay,Ciudad de la Costa,Auriculares,Sennheiser Momentum 3,324,0.32,3,972,311.04
1563,2024,5,9,09/05/2023,Chile,Concepción,Tablets,Google Pixel Slate,799,0.3,3,2397,719.1
1564,2024,5,8,08/05/2023,Uruguay,Ciudad de la Costa,Tablets,Samsung Galaxy Tab S7,699,0.15,5,3495,524.25
1565,2024,5,24,24/05/2023,Uruguay,Salto,Tablets,ASUS ZenPad 3S 10,399,0.2,2,798,159.6
1566,2024,5,25,25/05/2023,Costa Rica,Limón,Auriculares,Microsoft Surface Earbuds,224,0.14,1,224,31.36
1567,2024,5,29,29/05/2023,Costa Rica,Heredia,Laptops,MacBook Pro 14,2999,0.19,4,11996,2279.24
1568,2024,5,11,11/05/2023,Chile,Concepción,Smartphones,OnePlus 9,799,0.32,5,3995,1278.4
1569,2024,5,12,12/05/2023,Brasil,Brasilia,Tablets,Amazon Fire HD 10,199,0.31,3,597,185.07
1570,2024,5,16,16/05/2023,Chile,Santiago,Auriculares,Beats Studio3,274,0.13,2,548,71.24
1571,2024,5,15,15/05/2023,Uruguay,Salto,Auriculares,Apple AirPods Pro,224,0.26,4,896,232.96
1572,2024,5,9,09/05/2023,Venezuela,Valencia,Laptops,MSI GS66 Stealth,2249,0.2,1,2249,449.8
1573,2024,5,17,17/05/2023,Perú,Trujillo,Laptops,Gigabyte Aero 15 OLED,2599,0.11,4,10396,1143.56
1574,2024,5,7,07/05/2023,Chile,Santiago,Smartphones,Samsung Galaxy S21,899,0.28,2,1798,503.44
1575,2024,5,10,10/05/2023,Argentina,Buenos Aires,Laptops,Acer Swift 5,899,0.32,3,2697,863.04
1576,2024,5,17,17/05/2023,Paraguay,Encarnación,Tablets,Microsoft Surface Pro 7,999,0.35,5,4995,1748.25
1577,2024,5,17,17/05/2023,Chile,Concepción,Tablets,iPad Air,649,0.33,3,1947,642.51
1578,2024,5,4,04/05/2023,Chile,Valparaíso,Auriculares,Sennheiser Momentum 3,324,0.32,4,1296,414.72
1579,2024,5,31,31/05/2023,Perú,Trujillo,Tablets,iPad Air,649,0.33,2,1298,428.34
1580,2024,5,27,27/05/2023,Bolivia,Santa Cruz de la Sierra,Smartphones,Asus ROG Phone 5,1099,0.13,1,1099,142.87
1581,2024,5,5,05/05/2023,Costa Rica,San José,Laptops,Gigabyte Aero 15 OLED,2599,0.11,5,12995,1429.45
1582,2024,5,18,18/05/2023,Costa Rica,Limón,Laptops,Gigabyte Aero 15 OLED,2599,0.11,3,7797,857.67
1583,2024,5,14,14/05/2023,Costa Rica,Limón,Auriculares,Audio-Technica ATH-M50x,174,0.32,2,348,111.36
1584,2024,5,18,18/05/2023,Ecuador,Cuenca,Smartphones,Oppo Find X3 Pro,1049,0.23,2,2098,482.54
1585,2024,5,18,18/05/2023,Colombia,Cali,Laptops,Razer Blade 15,2649,0.33,5,13245,4370.85
1586,2024,5,16,16/05/2023,Costa Rica,Heredia,Auriculares,Apple AirPods Pro,224,0.26,2,448,116.48
1587,2024,5,13,13/05/2023,Venezuela,Valencia,Tablets,Amazon Fire HD 10,199,0.31,3,597,185.07
1588,2024,5,21,21/05/2023,Venezuela,Caracas,Auriculares,Apple AirPods Pro,224,0.26,3,672,174.72
1589,2024,5,1,01/05/2023,Ecuador,Guayaquil,Laptops,Acer Swift 5,899,0.32,3,2697,863.04
1590,2024,5,22,22/05/2023,Perú,Arequipa,Tablets,Lenovo Tab P11 Pro,549,0.3,4,2196,658.8
1591,2024,5,8,08/05/2023,Panamá,Colón,Auriculares,Sony WH-1000XM4,324,0.27,3,972,262.44
1592,2024,5,23,23/05/2023,Panamá,Ciudad de Panamá,Smartphones,Samsung Galaxy S21,899,0.28,3,2697,755.16
1593,2024,5,22,22/05/2023,Colombia,Bogotá,Smartphones,Motorola Edge 20 Pro,849,0.2,2,1698,339.6
1594,2024,5,3,03/05/2023,México,Ciudad de México (CDMX),Laptops,ASUS ZenBook 14,1149,0.29,1,1149,333.21
1595,2024,5,3,03/05/2023,Perú,Arequipa,Laptops,MSI GS66 Stealth,2249,0.2,1,2249,449.8
1596,2024,5,24,24/05/2023,Brasil,São Paulo,Auriculares,Sennheiser Momentum 3,324,0.32,3,972,311.04
1597,2024,5,29,29/05/2023,Colombia,Medellín,Auriculares,Apple AirPods Pro,224,0.26,2,448,116.48
1598,2024,5,16,16/05/2023,Uruguay,Salto,Tablets,Amazon Fire HD 10,199,0.31,4,796,246.76
1599,2024,5,17,17/05/2023,Chile,Valparaíso,Auriculares,Bose QuietComfort 35 II,274,0.28,1,274,76.72
1600,2024,5,26,26/05/2023,Paraguay,Encarnación,Auriculares,Audio-Technica ATH-M50x,174,0.32,2,348,111.36
1601,2024,5,15,15/05/2023,Venezuela,Valencia,Smartphones,Xiaomi Mi 11,699,0.2,3,2097,419.4
1602,2024,5,28,28/05/2023,Panamá,Ciudad de Panamá,Tablets,LG G Pad 5 10.1,249,0.33,2,498,164.34
1603,2024,5,3,03/05/2023,Ecuador,Guayaquil,Laptops,Razer Blade 15,2649,0.33,3,7947,2622.51
1604,2024,5,11,11/05/2023,México,Guadalajara,Tablets,Microsoft Surface Pro 7,999,0.35,1,999,349.65
1605,2024,5,23,23/05/2023,Bolivia,Santa Cruz de la Sierra,Tablets,Samsung Galaxy Tab S7,699,0.15,4,2796,419.4
1606,2024,5,6,06/05/2023,Uruguay,Ciudad de la Costa,Smartphones,LG Velvet,649,0.12,3,1947,233.64
1607,2024,5,3,03/05/2023,Uruguay,Salto,Laptops,Lenovo ThinkPad X1 Carbon,2049,0.11,1,2049,225.39
1608,2024,5,11,11/05/2023,Bolivia,Santa Cruz de la Sierra,Laptops,Acer Swift 5,899,0.32,1,899,287.68
1609,2024,5,15,15/05/2023,Argentina,Buenos Aires,Smartphones,iPhone 13,1099,0.19,3,3297,626.43
1610,2024,5,25,25/05/2023,Brasil,São Paulo,Auriculares,Jabra Elite 85t,224,0.21,4,896,188.16
1611,2024,5,16,16/05/2023,México,Monterrey,Smartphones,Xiaomi Mi 11,699,0.2,1,699,139.8
1612,2024,5,21,21/05/2023,México,Ciudad de México (CDMX),Smartphones,Samsung Galaxy S21,899,0.28,1,899,251.72
1613,2024,5,5,05/05/2023,Venezuela,Caracas,Smartphones,Asus ROG Phone 5,1099,0.13,2,2198,285.74
1614,2024,6,25,25/06/2023,Uruguay,Montevideo,Auriculares,Razer Opus,224,0.11,2,448,49.28
1615,2024,6,11,11/06/2023,Colombia,Bogotá,Laptops,HP Spectre x360,1799,0.25,3,5397,1349.25
1616,2024,6,22,22/06/2023,Panamá,David,Auriculares,Microsoft Surface Earbuds,224,0.14,4,896,125.44
1617,2024,6,11,11/06/2023,Brasil,São Paulo,Auriculares,Razer Opus,224,0.11,4,896,98.56
1618,2024,6,18,18/06/2023,Costa Rica,Heredia,Auriculares,Audio-Technica ATH-M50x,174,0.32,1,174,55.68
1619,2024,6,21,21/06/2023,Paraguay,Ciudad del Este,Smartphones,Xiaomi Mi 11,699,0.2,5,3495,699
1620,2024,6,15,15/06/2023,Paraguay,Ciudad del Este,Auriculares,Apple AirPods Pro,224,0.26,2,448,116.48
1621,2024,6,5,05/06/2023,Colombia,Medellín,Tablets,LG G Pad 5 10.1,249,0.33,2,498,164.34
1622,2024,6,5,05/06/2023,México,Ciudad de México (CDMX),Auriculares,Jabra Elite 85t,224,0.21,5,1120,235.2
1623,2024,6,13,13/06/2023,Perú,Trujillo,Smartphones,iPhone 13,1099,0.19,3,3297,626.43
1624,2024,6,28,28/06/2023,Uruguay,Montevideo,Smartphones,Samsung Galaxy S21,899,0.28,2,1798,503.44
1625,2024,6,21,21/06/2023,Costa Rica,Heredia,Auriculares,Sony WH-1000XM4,324,0.27,1,324,87.48
1626,2024,6,20,20/06/2023,Bolivia,Santa Cruz de la Sierra,Auriculares,Bose QuietComfort 35 II,274,0.28,3,822,230.16
1627,2024,6,26,26/06/2023,Uruguay,Montevideo,Laptops,Gigabyte Aero 15 OLED,2599,0.11,2,5198,571.78
1628,2024,6,1,01/06/2023,Costa Rica,San José,Smartphones,Oppo Find X3 Pro,1049,0.23,3,3147,723.81
1629,2024,6,23,23/06/2023,Bolivia,Cochabamba,Auriculares,Microsoft Surface Earbuds,224,0.14,4,896,125.44
1630,2024,6,23,23/06/2023,Bolivia,Santa Cruz de la Sierra,Auriculares,Sennheiser Momentum 3,324,0.32,1,324,103.68
1631,2024,6,21,21/06/2023,Venezuela,Valencia,Smartphones,OnePlus 9,799,0.32,5,3995,1278.4
1632,2024,6,4,04/06/2023,Panamá,David,Laptops,MacBook Pro 14,2999,0.19,2,5998,1139.62
1633,2024,6,1,01/06/2023,Uruguay,Salto,Smartphones,Oppo Find X3 Pro,1049,0.23,1,1049,241.27
1634,2024,6,13,13/06/2023,Perú,Lima,Laptops,Microsoft Surface Laptop 4,1649,0.27,4,6596,1780.92
1635,2024,6,4,04/06/2023,Perú,Arequipa,Laptops,Dell XPS 13,1399,0.35,3,4197,1468.95
1636,2024,6,24,24/06/2023,Colombia,Medellín,Smartphones,Samsung Galaxy S21,899,0.28,2,1798,503.44
1637,2024,6,24,24/06/2023,Venezuela,Maracaibo,Laptops,MacBook Pro 14,2999,0.19,1,2999,569.81
1638,2024,6,22,22/06/2023,Paraguay,Asunción,Smartphones,Oppo Find X3 Pro,1049,0.23,3,3147,723.81
1639,2024,6,22,22/06/2023,Venezuela,Caracas,Auriculares,Microsoft Surface Earbuds,224,0.14,4,896,125.44
1640,2024,6,25,25/06/2023,Perú,Lima,Auriculares,Bose QuietComfort 35 II,274,0.28,2,548,153.44
1641,2024,6,17,17/06/2023,Chile,Santiago,Smartphones,OnePlus 9,799,0.32,5,3995,1278.4
1642,2024,6,11,11/06/2023,Bolivia,La Paz,Auriculares,Samsung Galaxy Buds Pro,174,0.11,4,696,76.56
1643,2024,6,29,29/06/2023,Costa Rica,Limón,Tablets,Huawei MatePad Pro,649,0.14,3,1947,272.58
1644,2024,6,6,06/06/2023,Panamá,Colón,Smartphones,Google Pixel 6,749,0.28,3,2247,629.16
1645,2024,6,18,18/06/2023,Ecuador,Cuenca,Smartphones,Asus ROG Phone 5,1099,0.13,4,4396,571.48
1646,2024,6,9,09/06/2023,Argentina,Buenos Aires,Laptops,HP Spectre x360,1799,0.25,4,7196,1799
1647,2024,6,13,13/06/2023,Brasil,Río de Janeiro,Laptops,MSI GS66 Stealth,2249,0.2,3,6747,1349.4
1648,2024,6,13,13/06/2023,Chile,Santiago,Tablets,Microsoft Surface Pro 7,999,0.35,1,999,349.65
1649,2024,6,14,14/06/2023,Brasil,São Paulo,Tablets,Amazon Fire HD 10,199,0.31,3,597,185.07
1650,2024,6,10,10/06/2023,Ecuador,Cuenca,Laptops,Dell XPS 13,1399,0.35,2,2798,979.3
1651,2024,6,20,20/06/2023,Ecuador,Quito,Auriculares,Microsoft Surface Earbuds,224,0.14,5,1120,156.8
1652,2024,6,15,15/06/2023,Ecuador,Quito,Auriculares,Beats Studio3,274,0.13,1,274,35.62
1653,2024,6,6,06/06/2023,México,Monterrey,Tablets,LG G Pad 5 10.1,249,0.33,4,996,328.68
1654,2024,6,7,07/06/2023,Paraguay,Encarnación,Tablets,Microsoft Surface Pro 7,999,0.35,2,1998,699.3
1655,2024,6,6,06/06/2023,Chile,Valparaíso,Laptops,Dell XPS 13,1399,0.35,3,4197,1468.95
1656,2024,6,16,16/06/2023,Chile,Concepción,Smartphones,Motorola Edge 20 Pro,849,0.2,2,1698,339.6
1657,2024,6,4,04/06/2023,Perú,Lima,Laptops,Razer Blade 15,2649,0.33,2,5298,1748.34
1658,2024,6,3,03/06/2023,Panamá,Colón,Smartphones,iPhone 13,1099,0.19,1,1099,208.81
1659,2024,6,4,04/06/2023,Perú,Lima,Auriculares,Microsoft Surface Earbuds,224,0.14,4,896,125.44
1660,2024,6,8,08/06/2023,Chile,Valparaíso,Laptops,ASUS ZenBook 14,1149,0.29,1,1149,333.21
1661,2024,6,22,22/06/2023,Paraguay,Asunción,Smartphones,Google Pixel 6,749,0.28,1,749,209.72
1662,2024,6,30,30/06/2023,Perú,Trujillo,Auriculares,Apple AirPods Pro,224,0.26,3,672,174.72
1663,2024,6,13,13/06/2023,Uruguay,Salto,Laptops,Acer Swift 5,899,0.32,4,3596,1150.72
1664,2024,6,18,18/06/2023,Panamá,Ciudad de Panamá,Auriculares,Samsung Galaxy Buds Pro,174,0.11,3,522,57.42
1665,2024,6,27,27/06/2023,Costa Rica,San José,Auriculares,Jabra Elite 85t,224,0.21,3,672,141.12
1666,2024,6,16,16/06/2023,México,Monterrey,Tablets,Lenovo Tab P11 Pro,549,0.3,5,2745,823.5
1667,2024,6,26,26/06/2023,Perú,Lima,Tablets,Lenovo Tab P11 Pro,549,0.3,1,549,164.7
1668,2024,6,28,28/06/2023,Panamá,Colón,Laptops,Razer Blade 15,2649,0.33,1,2649,874.17
1669,2024,6,25,25/06/2023,Perú,Lima,Smartphones,Sony Xperia 1 III,1199,0.1,4,4796,479.6
1670,2024,6,3,03/06/2023,Uruguay,Ciudad de la Costa,Auriculares,Audio-Technica ATH-M50x,174,0.32,2,348,111.36
1671,2024,6,11,11/06/2023,Uruguay,Montevideo,Laptops,Razer Blade 15,2649,0.33,5,13245,4370.85
1672,2024,6,27,27/06/2023,Colombia,Bogotá,Laptops,Lenovo ThinkPad X1 Carbon,2049,0.11,4,8196,901.56
1673,2024,6,25,25/06/2023,Chile,Concepción,Laptops,ASUS ZenBook 14,1149,0.29,5,5745,1666.05
1674,2024,6,11,11/06/2023,Paraguay,Ciudad del Este,Auriculares,Beats Studio3,274,0.13,5,1370,178.1
1675,2024,6,15,15/06/2023,Panamá,Colón,Tablets,ASUS ZenPad 3S 10,399,0.2,2,798,159.6
1676,2024,6,18,18/06/2023,Ecuador,Guayaquil,Laptops,ASUS ZenBook 14,1149,0.29,5,5745,1666.05
1677,2024,6,26,26/06/2023,Perú,Trujillo,Tablets,Samsung Galaxy Tab S7,699,0.15,5,3495,524.25
1678,2024,6,3,03/06/2023,Chile,Santiago,Tablets,Amazon Fire HD 10,199,0.31,2,398,123.38
1679,2024,6,15,15/06/2023,Brasil,Brasilia,Smartphones,Xiaomi Mi 11,699,0.2,4,2796,559.2
1680,2024,6,7,07/06/2023,Costa Rica,Limón,Laptops,HP Spectre x360,1799,0.25,1,1799,449.75
1681,2024,6,8,08/06/2023,Perú,Trujillo,Laptops,Microsoft Surface Laptop 4,1649,0.27,1,1649,445.23
1682,2024,6,16,16/06/2023,Chile,Valparaíso,Tablets,LG G Pad 5 10.1,249,0.33,2,498,164.34
1683,2024,6,2,02/06/2023,Brasil,Brasilia,Tablets,Amazon Fire HD 10,199,0.31,4,796,246.76
1684,2024,6,7,07/06/2023,Venezuela,Valencia,Tablets,Google Pixel Slate,799,0.3,2,1598,479.4
1685,2024,6,30,30/06/2023,Perú,Trujillo,Smartphones,Xiaomi Mi 11,699,0.2,3,2097,419.4
1686,2024,6,21,21/06/2023,Perú,Trujillo,Tablets,LG G Pad 5 10.1,249,0.33,3,747,246.51
1687,2024,6,26,26/06/2023,Chile,Valparaíso,Tablets,Google Pixel Slate,799,0.3,1,799,239.7
1688,2024,6,25,25/06/2023,Costa Rica,Limón,Tablets,Lenovo Tab P11 Pro,549,0.3,1,549,164.7
1689,2024,6,7,07/06/2023,México,Ciudad de México (CDMX),Tablets,Microsoft Surface Pro 7,999,0.35,1,999,349.65
1690,2024,6,8,08/06/2023,Colombia,Cali,Auriculares,Bose QuietComfort 35 II,274,0.28,4,1096,306.88
1691,2024,6,2,02/06/2023,Paraguay,Ciudad del Este,Laptops,Gigabyte Aero 15 OLED,2599,0.11,4,10396,1143.56
1692,2024,6,24,24/06/2023,Ecuador,Quito,Auriculares,Sennheiser Momentum 3,324,0.32,4,1296,414.72
1693,2024,6,3,03/06/2023,Brasil,Río de Janeiro,Smartphones,Sony Xperia 1 III,1199,0.1,5,5995,599.5
1694,2024,6,11,11/06/2023,Panamá,David,Smartphones,Asus ROG Phone 5,1099,0.13,5,5495,714.35
1695,2024,6,5,05/06/2023,Chile,Santiago,Smartphones,Xiaomi Mi 11,699,0.2,2,1398,279.6
1696,2024,6,13,13/06/2023,Venezuela,Valencia,Tablets,Samsung Galaxy Tab S7,699,0.15,2,1398,209.7
1697,2024,6,22,22/06/2023,Chile,Santiago,Auriculares,Bose QuietComfort 35 II,274,0.28,1,274,76.72
1698,2024,6,18,18/06/2023,Panamá,Colón,Tablets,Microsoft Surface Pro 7,999,0.35,3,2997,1048.95
1699,2024,6,6,06/06/2023,Bolivia,Cochabamba,Laptops,ASUS ZenBook 14,1149,0.29,1,1149,333.21
1700,2024,6,10,10/06/2023,Paraguay,Asunción,Tablets,Lenovo Tab P11 Pro,549,0.3,2,1098,329.4
1701,2024,6,19,19/06/2023,Ecuador,Cuenca,Auriculares,Microsoft Surface Earbuds,224,0.14,2,448,62.72
1702,2024,6,21,21/06/2023,Bolivia,La Paz,Tablets,ASUS ZenPad 3S 10,399,0.2,1,399,79.8
1703,2024,6,1,01/06/2023,Perú,Lima,Smartphones,Motorola Edge 20 Pro,849,0.2,5,4245,849
1704,2024,6,17,17/06/2023,Chile,Concepción,Tablets,Google Pixel Slate,799,0.3,3,2397,719.1
1705,2024,6,26,26/06/2023,Ecuador,Cuenca,Auriculares,Sony WH-1000XM4,324,0.27,1,324,87.48
1706,2024,6,12,12/06/2023,Ecuador,Quito,Smartphones,Xiaomi Mi 11,699,0.2,2,1398,279.6
1707,2024,6,24,24/06/2023,Panamá,Colón,Tablets,Samsung Galaxy Tab S7,699,0.15,5,3495,524.25
1708,2024,6,23,23/06/2023,Ecuador,Quito,Tablets,Microsoft Surface Pro 7,999,0.35,2,1998,699.3
1709,2024,6,3,03/06/2023,Ecuador,Guayaquil,Tablets,Lenovo Tab P11 Pro,549,0.3,3,1647,494.1
1710,2024,6,29,29/06/2023,México,Guadalajara,Laptops,Acer Swift 5,899,0.32,3,2697,863.04
1711,2024,6,30,30/06/2023,Uruguay,Montevideo,Tablets,Samsung Galaxy Tab S7,699,0.15,1,699,104.85
1712,2024,6,6,06/06/2023,Costa Rica,Heredia,Laptops,Microsoft Surface Laptop 4,1649,0.27,5,8245,2226.15
1713,2024,6,9,09/06/2023,Uruguay,Salto,Laptops,Lenovo ThinkPad X1 Carbon,2049,0.11,5,10245,1126.95
1714,2024,6,11,11/06/2023,Colombia,Bogotá,Tablets,Huawei MatePad Pro,649,0.14,2,1298,181.72
1715,2024,6,29,29/06/2023,Venezuela,Maracaibo,Auriculares,Sennheiser Momentum 3,324,0.32,3,972,311.04
1716,2024,6,8,08/06/2023,Brasil,Río de Janeiro,Tablets,Google Pixel Slate,799,0.3,3,2397,719.1
1717,2024,6,13,13/06/2023,Uruguay,Ciudad de la Costa,Auriculares,Jabra Elite 85t,224,0.21,2,448,94.08
1718,2024,6,7,07/06/2023,Perú,Arequipa,Laptops,Acer Swift 5,899,0.32,2,1798,575.36
1719,2024,6,3,03/06/2023,Perú,Lima,Smartphones,Xiaomi Mi 11,699,0.2,4,2796,559.2
1720,2024,6,4,04/06/2023,Uruguay,Montevideo,Auriculares,Apple AirPods Pro,224,0.26,2,448,116.48
1721,2024,6,8,08/06/2023,México,Monterrey,Smartphones,Oppo Find X3 Pro,1049,0.23,5,5245,1206.35
1722,2024,6,3,03/06/2023,Argentina,Buenos Aires,Laptops,Lenovo ThinkPad X1 Carbon,2049,0.11,5,10245,1126.95
1723,2024,6,3,03/06/2023,Ecuador,Guayaquil,Laptops,HP Spectre x360,1799,0.25,5,8995,2248.75
1724,2024,6,15,15/06/2023,Venezuela,Caracas,Tablets,iPad Air,649,0.33,1,649,214.17
1725,2024,6,11,11/06/2023,Perú,Lima,Smartphones,Asus ROG Phone 5,1099,0.13,4,4396,571.48
1726,2024,6,24,24/06/2023,Costa Rica,San José,Tablets,Microsoft Surface Pro 7,999,0.35,1,999,349.65
1727,2024,6,19,19/06/2023,Colombia,Bogotá,Laptops,Microsoft Surface Laptop 4,1649,0.27,3,4947,1335.69
1728,2024,6,28,28/06/2023,Bolivia,La Paz,Smartphones,Motorola Edge 20 Pro,849,0.2,3,2547,509.4
1729,2024,6,14,14/06/2023,Uruguay,Ciudad de la Costa,Tablets,iPad Air,649,0.33,1,649,214.17
1730,2024,6,20,20/06/2023,Uruguay,Salto,Smartphones,iPhone 13,1099,0.19,3,3297,626.43
1731,2024,6,20,20/06/2023,Colombia,Medellín,Laptops,Acer Swift 5,899,0.32,4,3596,1150.72
1732,2024,6,8,08/06/2023,Paraguay,Encarnación,Tablets,iPad Air,649,0.33,4,2596,856.68
1733,2024,6,14,14/06/2023,Ecuador,Guayaquil,Tablets,ASUS ZenPad 3S 10,399,0.2,4,1596,319.2
1734,2024,6,2,02/06/2023,Venezuela,Caracas,Laptops,MacBook Pro 14,2999,0.19,1,2999,569.81
1735,2024,6,15,15/06/2023,Argentina,Buenos Aires,Auriculares,Razer Opus,224,0.11,5,1120,123.2
1736,2024,6,15,15/06/2023,Brasil,São Paulo,Tablets,Huawei MatePad Pro,649,0.14,3,1947,272.58
1737,2024,6,9,09/06/2023,Bolivia,Santa Cruz de la Sierra,Smartphones,Motorola Edge 20 Pro,849,0.2,4,3396,679.2
1738,2024,6,30,30/06/2023,Costa Rica,Limón,Laptops,Razer Blade 15,2649,0.33,4,10596,3496.68
1739,2024,6,26,26/06/2023,Chile,Valparaíso,Laptops,HP Spectre x360,1799,0.25,2,3598,899.5
1740,2024,6,1,01/06/2023,Ecuador,Guayaquil,Auriculares,Sennheiser Momentum 3,324,0.32,2,648,207.36
1741,2024,6,18,18/06/2023,Perú,Arequipa,Smartphones,Huawei P40 Pro,899,0.34,4,3596,1222.64
1742,2024,6,15,15/06/2023,Venezuela,Valencia,Auriculares,Jabra Elite 85t,224,0.21,1,224,47.04
1743,2024,6,12,12/06/2023,Argentina,Buenos Aires,Auriculares,Microsoft Surface Earbuds,224,0.14,4,896,125.44
1744,2024,6,17,17/06/2023,Venezuela,Valencia,Tablets,LG G Pad 5 10.1,249,0.33,1,249,82.17
1745,2024,6,15,15/06/2023,Brasil,São Paulo,Smartphones,iPhone 13,1099,0.19,1,1099,208.81
1746,2024,6,16,16/06/2023,Perú,Arequipa,Smartphones,Huawei P40 Pro,899,0.34,4,3596,1222.64
1747,2024,6,28,28/06/2023,Brasil,Brasilia,Tablets,Huawei MatePad Pro,649,0.14,5,3245,454.3
1748,2024,6,19,19/06/2023,Perú,Arequipa,Laptops,HP Spectre x360,1799,0.25,3,5397,1349.25
1749,2024,6,22,22/06/2023,Bolivia,Cochabamba,Tablets,Microsoft Surface Pro 7,999,0.35,5,4995,1748.25
1750,2024,6,19,19/06/2023,Venezuela,Valencia,Auriculares,Sony WH-1000XM4,324,0.27,5,1620,437.4
1751,2024,6,26,26/06/2023,México,Monterrey,Smartphones,OnePlus 9,799,0.32,4,3196,1022.72
1752,2024,6,7,07/06/2023,Uruguay,Ciudad de la Costa,Laptops,Acer Swift 5,899,0.32,5,4495,1438.4
1753,2024,6,23,23/06/2023,Panamá,Colón,Laptops,Razer Blade 15,2649,0.33,3,7947,2622.51
1754,2024,6,25,25/06/2023,Uruguay,Ciudad de la Costa,Laptops,Lenovo ThinkPad X1 Carbon,2049,0.11,2,4098,450.78
1755,2024,6,21,21/06/2023,Chile,Santiago,Laptops,Microsoft Surface Laptop 4,1649,0.27,1,1649,445.23
1756,2024,6,26,26/06/2023,México,Ciudad de México (CDMX),Auriculares,Razer Opus,224,0.11,1,224,24.64
1757,2024,6,16,16/06/2023,Uruguay,Montevideo,Smartphones,Sony Xperia 1 III,1199,0.1,2,2398,239.8
1758,2024,6,25,25/06/2023,Brasil,São Paulo,Tablets,Huawei MatePad Pro,649,0.14,3,1947,272.58
1759,2024,6,5,05/06/2023,Ecuador,Guayaquil,Tablets,LG G Pad 5 10.1,249,0.33,1,249,82.17
1760,2024,6,4,04/06/2023,México,Guadalajara,Tablets,Lenovo Tab P11 Pro,549,0.3,3,1647,494.1
1761,2024,6,8,08/06/2023,Uruguay,Ciudad de la Costa,Laptops,Acer Swift 5,899,0.32,1,899,287.68
1762,2024,6,23,23/06/2023,Costa Rica,Heredia,Auriculares,Sennheiser Momentum 3,324,0.32,3,972,311.04
1763,2024,6,17,17/06/2023,Brasil,Brasilia,Laptops,MSI GS66 Stealth,2249,0.2,1,2249,449.8
1764,2024,6,18,18/06/2023,México,Ciudad de México (CDMX),Smartphones,Huawei P40 Pro,899,0.34,1,899,305.66
1765,2024,6,14,14/06/2023,Costa Rica,San José,Smartphones,Asus ROG Phone 5,1099,0.13,2,2198,285.74
1766,2024,6,21,21/06/2023,Venezuela,Caracas,Tablets,Microsoft Surface Pro 7,999,0.35,4,3996,1398.6
1767,2024,6,8,08/06/2023,Argentina,Buenos Aires,Auriculares,Sennheiser Momentum 3,324,0.32,2,648,207.36
1768,2024,6,29,29/06/2023,Uruguay,Ciudad de la Costa,Tablets,Amazon Fire HD 10,199,0.31,2,398,123.38
1769,2024,6,21,21/06/2023,Chile,Concepción,Smartphones,Asus ROG Phone 5,1099,0.13,4,4396,571.48
1770,2024,6,15,15/06/2023,Bolivia,Cochabamba,Tablets,Amazon Fire HD 10,199,0.31,1,199,61.69
1771,2024,6,17,17/06/2023,Costa Rica,San José,Smartphones,Sony Xperia 1 III,1199,0.1,2,2398,239.8
1772,2024,6,26,26/06/2023,Panamá,Colón,Auriculares,Sennheiser Momentum 3,324,0.32,5,1620,518.4
1773,2024,6,28,28/06/2023,Colombia,Medellín,Smartphones,Xiaomi Mi 11,699,0.2,4,2796,559.2
1774,2024,6,28,28/06/2023,Colombia,Medellín,Auriculares,Jabra Elite 85t,224,0.21,2,448,94.08
1775,2024,6,28,28/06/2023,Colombia,Cali,Tablets,Lenovo Tab P11 Pro,549,0.3,3,1647,494.1
1776,2024,6,26,26/06/2023,Ecuador,Quito,Smartphones,Sony Xperia 1 III,1199,0.1,1,1199,119.9
1777,2024,6,24,24/06/2023,México,Guadalajara,Smartphones,Xiaomi Mi 11,699,0.2,5,3495,699
1778,2024,6,28,28/06/2023,México,Guadalajara,Tablets,iPad Air,649,0.33,4,2596,856.68
1779,2024,6,10,10/06/2023,Chile,Valparaíso,Tablets,Lenovo Tab P11 Pro,549,0.3,4,2196,658.8
1780,2024,6,10,10/06/2023,México,Ciudad de México (CDMX),Tablets,Samsung Galaxy Tab S7,699,0.15,4,2796,419.4
1781,2024,6,3,03/06/2023,Paraguay,Ciudad del Este,Tablets,Amazon Fire HD 10,199,0.31,3,597,185.07
1782,2024,6,22,22/06/2023,Paraguay,Encarnación,Smartphones,Samsung Galaxy S21,899,0.28,3,2697,755.16
1783,2024,6,1,01/06/2023,Colombia,Medellín,Laptops,Dell XPS 13,1399,0.35,2,2798,979.3
1784,2024,6,28,28/06/2023,Bolivia,Santa Cruz de la Sierra,Smartphones,Samsung Galaxy S21,899,0.28,4,3596,1006.88
1785,2024,6,13,13/06/2023,Colombia,Bogotá,Tablets,Lenovo Tab P11 Pro,549,0.3,3,1647,494.1
1786,2024,6,9,09/06/2023,Paraguay,Ciudad del Este,Laptops,Microsoft Surface Laptop 4,1649,0.27,1,1649,445.23
1787,2024,6,18,18/06/2023,Chile,Valparaíso,Smartphones,Asus ROG Phone 5,1099,0.13,3,3297,428.61
1788,2024,6,23,23/06/2023,Uruguay,Montevideo,Laptops,Microsoft Surface Laptop 4,1649,0.27,1,1649,445.23
